student_id,term_name,program_id,program_name,school,class_level,student_profile,continuing_student_flag,hold_status,active_hold_flag,hold_type,registration_status,credits_completed,expected_credits,upper_division_completed,expected_upper_division,required_completion_ratio,osu_gpa,residence_met_flag,core_met_flag,world_language_met_flag,professional_progression_met_flag,audit_status,audit_reason,audit_issue_group,graduation_stage,eligible_flag,applied_flag,award_ready_flag,queue_name,queue_priority,urgency,issue_summary,recommended_action
REG-00519,2026 Winter,BANA,Business Analytics,Business,Freshman,steady,0,No Hold,0,None,registered,35,36,0,0,0.161,2.74,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00520,2026 Winter,BANA,Business Analytics,Business,Freshman,risk,0,No Hold,0,None,registered,0,36,0,0,0.08,2.37,1,0,0,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-00521,2026 Winter,BUAD,Business Administration,Business,Junior,strong,1,No Hold,0,None,registered,131,132,35,34,0.755,3.07,1,0,1,1,near_risk,Core curriculum still open,Core Curriculum,not_in_window,0,0,0,Watchlist,3,Medium,Core curriculum still open,Monitor progress and confirm the next registration plan before census.
REG-00522,2026 Winter,ELED,Elementary Education,Education,Freshman,steady,0,No Hold,0,None,registered,34,36,10,0,0.294,2.89,1,1,1,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00523,2026 Winter,ELED,Elementary Education,Education,Senior,steady,1,No Hold,0,None,registered,166,174,51,60,0.873,3.16,0,1,1,1,off_track,Residence requirement incomplete,Residence,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Residence requirement incomplete,Review audit exceptions and create a term-by-term completion plan.
REG-00524,2026 Winter,ELED,Elementary Education,Education,Senior,strong,1,No Hold,0,None,registered,182,174,61,60,1.0,3.62,0,1,1,1,off_track,Residence requirement incomplete,Residence,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Residence requirement incomplete,Review audit exceptions and create a term-by-term completion plan.
REG-00525,2026 Winter,ELED,Elementary Education,Education,Freshman,steady,0,No Hold,0,None,registered,34,36,0,0,0.08,3.14,1,0,1,1,near_risk,GPA near program floor,GPA,not_in_window,0,0,0,Watchlist,3,Medium,GPA near program floor,Monitor progress and confirm the next registration plan before census.
REG-00526,2026 Winter,BUAD,Business Administration,Business,Sophomore,strong,1,No Hold,0,None,registered,103,84,24,9,0.548,3.27,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00527,2026 Winter,BUAD,Business Administration,Business,Junior,steady,1,Active Hold,1,Financial,blocked,139,132,28,34,0.797,3.15,0,1,0,1,near_risk,Upper-division progress below plan,Upper Division,not_in_window,0,0,0,Hold Resolution,1,High,Financial hold blocking registration,Resolve balance or payment-plan issue before registration release.
REG-00528,2026 Winter,BUAD,Business Administration,Business,Sophomore,strong,1,No Hold,0,None,registered,96,84,15,9,0.594,3.34,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00529,2026 Winter,BANA,Business Analytics,Business,Junior,strong,1,No Hold,0,None,registered,136,132,45,34,0.919,3.55,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00530,2026 Winter,ELED,Elementary Education,Education,Freshman,strong,0,No Hold,0,None,registered,51,36,2,0,0.359,3.52,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00531,2026 Winter,ELED,Elementary Education,Education,Junior,strong,1,No Hold,0,None,registered,141,132,42,34,0.793,3.48,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00532,2026 Winter,ELED,Elementary Education,Education,Junior,steady,1,Active Hold,1,Financial,blocked,142,132,35,34,0.72,2.91,1,0,1,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Hold Resolution,1,High,Financial hold blocking registration,Resolve balance or payment-plan issue before registration release.
REG-00533,2026 Winter,BUAD,Business Administration,Business,Freshman,risk,0,No Hold,0,None,registered,4,36,0,0,0.165,2.74,1,0,0,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-00534,2026 Winter,BUAD,Business Administration,Business,Senior,strong,1,Active Hold,1,Financial,blocked,187,174,60,60,1.0,3.18,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,applied_pending,1,1,0,Hold Resolution,1,High,Financial hold blocking registration,Resolve balance or payment-plan issue before registration release.
REG-00535,2026 Winter,ELED,Elementary Education,Education,Freshman,risk,0,No Hold,0,None,registered,29,36,0,0,0.118,2.5,1,0,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00536,2026 Winter,BUAD,Business Administration,Business,Sophomore,strong,1,No Hold,0,None,not_registered,92,84,10,9,0.684,3.47,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00537,2026 Winter,BANA,Business Analytics,Business,Sophomore,strong,1,No Hold,0,None,not_registered,80,84,10,9,0.414,3.66,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00538,2026 Winter,ELED,Elementary Education,Education,Junior,risk,1,Active Hold,1,Academic,blocked,119,132,28,34,0.654,2.79,1,1,1,0,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Hold Resolution,1,High,Academic hold blocking registration,Schedule advisor review and clear the academic hold.
REG-00539,2026 Winter,ELED,Elementary Education,Education,Senior,strong,1,No Hold,0,None,registered,189,174,59,60,1.0,3.16,1,1,1,1,near_risk,GPA near program floor,GPA,not_eligible,0,0,0,Watchlist,3,Medium,GPA near program floor,Monitor progress and confirm the next registration plan before census.
REG-00540,2026 Winter,SEED,Secondary Education,Education,Freshman,strong,0,No Hold,0,None,registered,63,36,8,0,0.438,3.56,1,0,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00541,2026 Winter,ELED,Elementary Education,Education,Junior,steady,1,No Hold,0,None,registered,131,132,35,34,0.804,2.61,1,1,1,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00542,2026 Winter,BUAD,Business Administration,Business,Junior,steady,1,No Hold,0,None,registered,121,132,30,34,0.806,3.43,1,1,0,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-00543,2026 Winter,BANA,Business Analytics,Business,Senior,steady,1,No Hold,0,None,registered,172,174,60,60,0.94,3.0,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00544,2026 Winter,BUAD,Business Administration,Business,Freshman,strong,0,No Hold,0,None,registered,43,36,0,0,0.314,3.27,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00545,2026 Winter,BANA,Business Analytics,Business,Freshman,steady,0,No Hold,0,None,registered,30,36,0,0,0.277,3.37,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00546,2026 Winter,BANA,Business Analytics,Business,Senior,strong,1,No Hold,0,None,registered,175,174,74,60,1.0,3.2,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00547,2026 Winter,BANA,Business Analytics,Business,Sophomore,steady,1,No Hold,0,None,registered,72,84,0,9,0.541,2.69,1,0,0,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-00548,2026 Winter,BUAD,Business Administration,Business,Freshman,strong,0,No Hold,0,None,registered,40,36,0,0,0.274,3.4,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00549,2026 Winter,ELED,Elementary Education,Education,Junior,risk,1,No Hold,0,None,registered,130,132,22,34,0.608,2.61,1,1,1,0,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00550,2026 Winter,SEED,Secondary Education,Education,Freshman,steady,0,No Hold,0,None,registered,37,36,5,0,0.249,3.33,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00551,2026 Winter,ELED,Elementary Education,Education,Senior,steady,1,No Hold,0,None,registered,150,174,64,60,1.0,3.47,1,1,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-00552,2026 Winter,BUAD,Business Administration,Business,Junior,steady,1,No Hold,0,None,registered,132,132,32,34,0.681,2.97,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00553,2026 Winter,BUAD,Business Administration,Business,Senior,strong,1,No Hold,0,None,registered,177,174,78,60,1.0,3.35,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00554,2026 Winter,BUAD,Business Administration,Business,Freshman,risk,0,No Hold,0,None,registered,23,36,6,0,0.08,2.0,1,1,0,1,off_track,GPA below 2.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 2.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00555,2026 Winter,ELED,Elementary Education,Education,Freshman,steady,0,No Hold,0,None,registered,33,36,0,0,0.08,2.82,1,0,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00556,2026 Winter,ELED,Elementary Education,Education,Sophomore,steady,1,No Hold,0,None,registered,57,84,12,9,0.505,2.98,1,1,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00557,2026 Winter,BUAD,Business Administration,Business,Freshman,strong,0,No Hold,0,None,registered,43,36,1,0,0.414,3.41,1,0,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00558,2026 Winter,BUAD,Business Administration,Business,Junior,steady,1,No Hold,0,None,not_registered,139,132,40,34,0.788,2.82,1,1,0,1,near_risk,World language requirement still open,World Language,not_in_window,0,0,0,Watchlist,3,Medium,World language requirement still open,Monitor progress and confirm the next registration plan before census.
REG-00559,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,No Hold,0,None,registered,62,84,2,9,0.469,2.83,1,1,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-00560,2026 Winter,ELED,Elementary Education,Education,Junior,steady,1,No Hold,0,None,not_registered,120,132,36,34,0.718,3.44,1,1,0,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-00561,2026 Winter,BANA,Business Analytics,Business,Sophomore,steady,1,No Hold,0,None,registered,83,84,5,9,0.507,3.41,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00562,2026 Winter,BUAD,Business Administration,Business,Senior,strong,1,No Hold,0,None,registered,178,174,68,60,1.0,3.35,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00563,2026 Winter,ELED,Elementary Education,Education,Freshman,risk,0,No Hold,0,None,registered,18,36,0,0,0.08,2.19,1,0,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00564,2026 Winter,ELED,Elementary Education,Education,Senior,steady,1,No Hold,0,None,registered,188,174,54,60,0.909,3.35,1,1,1,1,near_risk,Upper-division progress below plan,Upper Division,not_eligible,0,0,0,Watchlist,3,Medium,Upper-division progress below plan,Monitor progress and confirm the next registration plan before census.
REG-00565,2026 Winter,BUAD,Business Administration,Business,Freshman,risk,0,No Hold,0,None,registered,29,36,0,0,0.08,2.91,1,0,1,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-00566,2026 Winter,SEED,Secondary Education,Education,Junior,strong,1,No Hold,0,None,registered,149,132,37,34,0.824,3.69,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00567,2026 Winter,ELED,Elementary Education,Education,Freshman,steady,0,No Hold,0,None,registered,33,36,0,0,0.217,3.09,0,0,1,1,near_risk,GPA near program floor,GPA,not_in_window,0,0,0,Watchlist,3,Medium,GPA near program floor,Monitor progress and confirm the next registration plan before census.
REG-00568,2026 Winter,BUAD,Business Administration,Business,Junior,steady,1,No Hold,0,None,registered,136,132,33,34,0.689,3.07,0,1,1,1,near_risk,Residence progress incomplete,Residence,not_in_window,0,0,0,Watchlist,3,Medium,Residence progress incomplete,Monitor progress and confirm the next registration plan before census.
REG-00569,2026 Winter,SEED,Secondary Education,Education,Sophomore,steady,1,No Hold,0,None,registered,94,84,11,9,0.485,3.25,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00570,2026 Winter,SEED,Secondary Education,Education,Freshman,risk,0,No Hold,0,None,registered,19,36,0,0,0.141,2.66,1,0,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00571,2026 Winter,BUAD,Business Administration,Business,Freshman,steady,0,Active Hold,1,Financial,registered,40,36,0,0,0.209,3.07,1,0,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00572,2026 Winter,SEED,Secondary Education,Education,Freshman,steady,0,No Hold,0,None,registered,36,36,3,0,0.195,2.79,1,0,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00573,2026 Winter,ELED,Elementary Education,Education,Senior,risk,1,No Hold,0,None,not_registered,154,174,49,60,0.846,2.44,1,1,1,0,off_track,GPA below 3.0 program floor,GPA,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00574,2026 Winter,BANA,Business Analytics,Business,Junior,strong,1,No Hold,0,None,registered,136,132,44,34,0.919,3.94,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00575,2026 Winter,SEED,Secondary Education,Education,Senior,steady,1,No Hold,0,None,registered,161,174,49,60,1.0,2.81,0,1,1,1,off_track,GPA below 3.0 program floor,GPA,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00576,2026 Winter,BUAD,Business Administration,Business,Junior,strong,1,No Hold,0,None,registered,140,132,40,34,0.788,3.27,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00577,2026 Winter,ELED,Elementary Education,Education,Freshman,strong,0,No Hold,0,None,registered,48,36,9,0,0.27,3.63,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00578,2026 Winter,SEED,Secondary Education,Education,Sophomore,steady,1,No Hold,0,None,registered,74,84,13,9,0.518,3.16,0,1,0,1,near_risk,GPA near program floor,GPA,not_in_window,0,0,0,Watchlist,3,Medium,GPA near program floor,Monitor progress and confirm the next registration plan before census.
REG-00579,2026 Winter,BUAD,Business Administration,Business,Junior,strong,1,No Hold,0,None,registered,143,132,43,34,0.857,3.35,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00580,2026 Winter,SEED,Secondary Education,Education,Junior,risk,1,No Hold,0,None,registered,115,132,11,34,0.626,2.24,1,0,1,0,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00581,2026 Winter,SEED,Secondary Education,Education,Freshman,risk,0,No Hold,0,None,registered,10,36,0,0,0.124,2.75,1,0,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00582,2026 Winter,BANA,Business Analytics,Business,Sophomore,steady,1,No Hold,0,None,registered,79,84,6,9,0.318,2.68,1,1,0,1,off_track,Major requirements materially behind,Major Requirements,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Major requirements materially behind,Book degree-audit review and build a required-course recovery plan.
REG-00583,2026 Winter,BANA,Business Analytics,Business,Sophomore,strong,1,No Hold,0,None,registered,81,84,5,9,0.608,2.97,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00584,2026 Winter,SEED,Secondary Education,Education,Sophomore,risk,1,No Hold,0,None,registered,63,84,0,9,0.361,2.33,1,0,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00585,2026 Winter,BUAD,Business Administration,Business,Sophomore,strong,1,No Hold,0,None,registered,88,84,2,9,0.594,3.49,1,0,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00586,2026 Winter,BANA,Business Analytics,Business,Sophomore,strong,1,No Hold,0,None,registered,95,84,7,9,0.72,4.0,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00587,2026 Winter,ELED,Elementary Education,Education,Senior,steady,1,No Hold,0,None,registered,168,174,59,60,0.88,3.33,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00588,2026 Winter,SEED,Secondary Education,Education,Junior,steady,1,No Hold,0,None,registered,120,132,22,34,0.709,3.3,1,1,1,1,off_track,Upper-division progress materially behind,Upper Division,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Upper-division progress materially behind,Review audit exceptions and create a term-by-term completion plan.
REG-00589,2026 Winter,SEED,Secondary Education,Education,Sophomore,strong,1,No Hold,0,None,registered,97,84,16,9,0.461,3.69,0,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00590,2026 Winter,SEED,Secondary Education,Education,Sophomore,steady,1,No Hold,0,None,registered,69,84,8,9,0.482,2.9,1,1,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00591,2026 Winter,BANA,Business Analytics,Business,Junior,strong,1,No Hold,0,None,not_registered,149,132,41,34,0.919,3.43,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00592,2026 Winter,BUAD,Business Administration,Business,Senior,risk,1,No Hold,0,None,registered,173,174,63,60,0.847,2.28,1,1,0,1,off_track,World language requirement incomplete,World Language,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,World language requirement incomplete,Review audit exceptions and create a term-by-term completion plan.
REG-00593,2026 Winter,BUAD,Business Administration,Business,Senior,steady,1,No Hold,0,None,registered,168,174,62,60,0.957,3.21,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00594,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,No Hold,0,None,registered,84,84,13,9,0.641,3.28,1,0,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00595,2026 Winter,ELED,Elementary Education,Education,Freshman,strong,0,No Hold,0,None,registered,32,36,17,0,0.349,3.59,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00596,2026 Winter,BUAD,Business Administration,Business,Junior,steady,1,No Hold,0,None,registered,134,132,33,34,0.749,3.01,0,1,1,1,near_risk,Residence progress incomplete,Residence,not_in_window,0,0,0,Watchlist,3,Medium,Residence progress incomplete,Monitor progress and confirm the next registration plan before census.
REG-00597,2026 Winter,BANA,Business Analytics,Business,Freshman,risk,0,No Hold,0,None,registered,40,36,0,0,0.08,1.9,1,0,0,1,off_track,GPA below 2.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 2.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00598,2026 Winter,ELED,Elementary Education,Education,Sophomore,strong,1,Active Hold,1,Academic,blocked,88,84,3,9,0.705,3.76,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Hold Resolution,1,High,Academic hold blocking registration,Schedule advisor review and clear the academic hold.
REG-00599,2026 Winter,ELED,Elementary Education,Education,Freshman,strong,0,Active Hold,1,Financial,blocked,49,36,1,0,0.266,3.55,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Hold Resolution,1,High,Financial hold blocking registration,Resolve balance or payment-plan issue before registration release.
REG-00600,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,Active Hold,1,Administrative,blocked,82,84,4,9,0.343,3.33,1,0,0,1,near_risk,Major requirements behind plan,Major Requirements,not_in_window,0,0,0,Hold Resolution,1,High,Administrative hold blocking registration,Resolve missing records or administrative documentation.
REG-00601,2026 Winter,ELED,Elementary Education,Education,Junior,strong,1,No Hold,0,None,registered,140,132,45,34,0.829,3.69,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00602,2026 Winter,BUAD,Business Administration,Business,Sophomore,strong,1,No Hold,0,None,registered,100,84,12,9,0.495,3.66,1,0,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00603,2026 Winter,BANA,Business Analytics,Business,Sophomore,steady,1,No Hold,0,None,not_registered,88,84,1,9,0.53,3.15,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00604,2026 Winter,SEED,Secondary Education,Education,Freshman,strong,0,No Hold,0,None,registered,50,36,3,0,0.24,3.99,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00605,2026 Winter,BANA,Business Analytics,Business,Freshman,risk,0,No Hold,0,None,not_registered,16,36,0,0,0.111,2.36,1,0,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-00606,2026 Winter,BANA,Business Analytics,Business,Freshman,risk,0,No Hold,0,None,registered,3,36,0,0,0.167,2.48,1,0,0,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-00607,2026 Winter,BUAD,Business Administration,Business,Junior,strong,1,No Hold,0,None,registered,136,132,33,34,0.781,3.24,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00608,2026 Winter,BUAD,Business Administration,Business,Freshman,steady,0,Active Hold,1,Academic,blocked,40,36,5,0,0.283,2.96,0,0,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Hold Resolution,1,High,Academic hold blocking registration,Schedule advisor review and clear the academic hold.
REG-00609,2026 Winter,BUAD,Business Administration,Business,Senior,strong,1,No Hold,0,None,registered,185,174,67,60,0.999,3.26,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,ready_to_award,1,1,1,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00610,2026 Winter,BANA,Business Analytics,Business,Senior,risk,1,No Hold,0,None,not_registered,163,174,49,60,0.894,2.33,0,1,0,1,off_track,Upper-division progress materially behind,Upper Division,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Upper-division progress materially behind,Review audit exceptions and create a term-by-term completion plan.
REG-00611,2026 Winter,BANA,Business Analytics,Business,Sophomore,risk,1,No Hold,0,None,registered,76,84,0,9,0.361,2.61,1,0,0,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
